sensor_id,timestamp,pressure,temperature,flow_rate,fuel_level,location,status
S004,2024-01-01 00:00:00,3.38,34.51,84.53,66.53,Storage Tank West,warning
S004,2024-01-01 00:30:00,3.9,35.42,85.19,68.13,Storage Tank West,normal
S004,2024-01-01 01:00:00,3.98,34.44,79.63,64.67,Storage Tank West,normal
S004,2024-01-01 01:30:00,3.91,33.13,73.0,65.4,Storage Tank West,normal
S004,2024-01-01 02:00:00,4.0,37.7,91.67,65.37,Storage Tank West,normal
S004,2024-01-01 02:30:00,3.69,33.9,68.07,64.35,Storage Tank West,normal
S004,2024-01-01 03:00:00,4.05,35.68,74.17,66.58,Storage Tank West,normal
S004,2024-01-01 03:30:00,3.35,37.25,74.1,65.07,Storage Tank West,warning
S004,2024-01-01 04:00:00,3.8,34.21,86.5,66.07,Storage Tank West,normal
S004,2024-01-01 04:30:00,3.48,34.65,77.03,62.77,Storage Tank West,warning
S004,2024-01-01 05:00:00,3.43,35.67,83.55,63.33,Storage Tank West,warning
S004,2024-01-01 05:30:00,3.58,34.86,69.19,62.35,Storage Tank West,normal
S004,2024-01-01 06:00:00,3.84,32.69,68.0,63.11,Storage Tank West,normal
S004,2024-01-01 06:30:00,3.58,35.39,84.9,63.82,Storage Tank West,normal
S004,2024-01-01 07:00:00,3.96,32.34,76.68,66.75,Storage Tank West,normal
S004,2024-01-01 07:30:00,4.05,35.56,89.05,63.97,Storage Tank West,normal
S004,2024-01-01 08:00:00,4.19,32.61,83.29,68.16,Storage Tank West,warning
S004,2024-01-01 08:30:00,4.16,35.88,85.96,65.6,Storage Tank West,warning
S004,2024-01-01 09:00:00,3.78,36.55,87.22,65.76,Storage Tank West,normal
S004,2024-01-01 09:30:00,3.92,35.85,91.77,65.68,Storage Tank West,normal
S004,2024-01-01 10:00:00,4.01,34.72,78.81,62.77,Storage Tank West,normal
S004,2024-01-01 10:30:00,3.88,37.51,79.56,65.96,Storage Tank West,normal
S004,2024-01-01 11:00:00,4.07,35.26,81.21,67.0,Storage Tank West,normal
S004,2024-01-01 11:30:00,3.55,35.39,85.58,67.57,Storage Tank West,normal
S004,2024-01-01 12:00:00,3.64,36.09,88.83,63.01,Storage Tank West,normal
S004,2024-01-01 12:30:00,3.72,37.0,86.82,61.84,Storage Tank West,normal
S004,2024-01-01 13:00:00,3.45,33.51,87.04,64.89,Storage Tank West,warning
S004,2024-01-01 13:30:00,4.19,35.89,77.35,64.35,Storage Tank West,warning
S004,2024-01-01 14:00:00,4.22,32.26,87.04,66.9,Storage Tank West,warning
S004,2024-01-01 14:30:00,3.8,36.41,82.49,62.97,Storage Tank West,normal
S004,2024-01-01 15:00:00,3.92,32.75,82.35,66.12,Storage Tank West,normal
S004,2024-01-01 15:30:00,3.98,33.13,81.64,62.4,Storage Tank West,normal
S004,2024-01-01 16:00:00,4.19,33.14,79.26,67.9,Storage Tank West,warning
S004,2024-01-01 16:30:00,3.67,37.32,70.17,66.06,Storage Tank West,normal
S004,2024-01-01 17:00:00,3.81,32.5,85.21,68.02,Storage Tank West,normal
S004,2024-01-01 17:30:00,3.77,36.68,81.88,62.38,Storage Tank West,normal
S004,2024-01-01 18:00:00,4.02,36.67,72.94,62.11,Storage Tank West,normal
S004,2024-01-01 18:30:00,3.44,36.61,84.16,63.37,Storage Tank West,warning
S004,2024-01-01 19:00:00,3.91,37.5,80.07,62.42,Storage Tank West,normal
S004,2024-01-01 19:30:00,4.15,33.87,72.85,66.32,Storage Tank West,warning
S004,2024-01-01 20:00:00,4.02,33.06,87.3,65.21,Storage Tank West,normal
S004,2024-01-01 20:30:00,4.17,33.39,78.2,62.29,Storage Tank West,warning
S004,2024-01-01 21:00:00,4.07,33.1,89.25,63.1,Storage Tank West,normal
S004,2024-01-01 21:30:00,3.97,35.43,68.22,63.39,Storage Tank West,normal
S004,2024-01-01 22:00:00,3.96,33.75,88.96,64.03,Storage Tank West,normal
S004,2024-01-01 22:30:00,4.08,36.65,72.32,62.47,Storage Tank West,normal
S004,2024-01-01 23:00:00,3.74,35.85,70.08,63.15,Storage Tank West,normal
S004,2024-01-01 23:30:00,3.4,33.19,82.28,66.79,Storage Tank West,warning
S004,2024-01-02 00:00:00,4.15,37.2,80.69,62.1,Storage Tank West,warning
S004,2024-01-02 00:30:00,4.24,33.69,76.16,67.73,Storage Tank West,warning
S004,2024-01-02 01:00:00,3.78,34.29,69.51,64.39,Storage Tank West,normal
S004,2024-01-02 01:30:00,4.23,32.21,74.76,63.97,Storage Tank West,warning
S004,2024-01-02 02:00:00,4.2,33.97,81.61,64.25,Storage Tank West,warning
S004,2024-01-02 02:30:00,3.47,34.01,72.1,63.07,Storage Tank West,warning
S004,2024-01-02 03:00:00,3.92,34.05,77.15,65.33,Storage Tank West,normal
S004,2024-01-02 03:30:00,4.13,35.87,85.89,64.3,Storage Tank West,warning
S004,2024-01-02 04:00:00,3.65,34.09,77.15,61.88,Storage Tank West,normal
S004,2024-01-02 04:30:00,4.16,37.76,71.99,65.91,Storage Tank West,warning
S004,2024-01-02 05:00:00,3.73,34.33,76.73,67.2,Storage Tank West,normal
S004,2024-01-02 05:30:00,3.95,37.07,77.44,67.5,Storage Tank West,normal
S004,2024-01-02 06:00:00,3.57,34.98,70.91,63.61,Storage Tank West,normal
S004,2024-01-02 06:30:00,4.15,33.07,70.69,68.03,Storage Tank West,warning
S004,2024-01-02 07:00:00,3.59,36.5,86.61,67.0,Storage Tank West,normal
S004,2024-01-02 07:30:00,4.22,34.05,71.02,61.88,Storage Tank West,warning
S004,2024-01-02 08:00:00,3.47,36.23,76.71,67.68,Storage Tank West,warning
S004,2024-01-02 08:30:00,3.74,32.78,75.86,67.08,Storage Tank West,normal
S004,2024-01-02 09:00:00,3.59,32.6,86.4,62.56,Storage Tank West,normal
S004,2024-01-02 09:30:00,3.57,35.56,68.48,67.07,Storage Tank West,normal
S004,2024-01-02 10:00:00,4.08,34.3,72.49,64.04,Storage Tank West,normal
S004,2024-01-02 10:30:00,3.4,32.6,70.54,67.55,Storage Tank West,warning
S004,2024-01-02 11:00:00,4.22,34.63,79.97,64.02,Storage Tank West,warning
S004,2024-01-02 11:30:00,4.18,37.73,78.8,67.9,Storage Tank West,warning
S004,2024-01-02 12:00:00,3.96,33.26,70.05,62.64,Storage Tank West,normal
S004,2024-01-02 12:30:00,3.74,36.34,72.37,64.64,Storage Tank West,normal
S004,2024-01-02 13:00:00,3.77,32.69,80.85,64.28,Storage Tank West,normal
S004,2024-01-02 13:30:00,3.99,37.4,89.73,66.56,Storage Tank West,normal
S004,2024-01-02 14:00:00,3.52,32.26,85.24,65.36,Storage Tank West,normal
S004,2024-01-02 14:30:00,4.02,36.79,75.36,62.07,Storage Tank West,normal
S004,2024-01-02 15:00:00,4.23,36.62,70.08,67.64,Storage Tank West,warning
S004,2024-01-02 15:30:00,3.77,33.96,88.14,67.29,Storage Tank West,normal
S004,2024-01-02 16:00:00,3.39,37.51,85.72,67.06,Storage Tank West,warning
S004,2024-01-02 16:30:00,3.91,34.77,84.24,65.48,Storage Tank West,normal
S004,2024-01-02 17:00:00,3.94,32.83,69.64,67.97,Storage Tank West,normal
S004,2024-01-02 17:30:00,4.16,35.03,69.14,66.97,Storage Tank West,warning
S004,2024-01-02 18:00:00,4.07,34.13,79.66,65.38,Storage Tank West,normal
S004,2024-01-02 18:30:00,3.79,32.96,79.55,63.31,Storage Tank West,normal
S004,2024-01-02 19:00:00,4.01,34.05,77.39,64.25,Storage Tank West,normal
S004,2024-01-02 19:30:00,3.56,35.49,73.55,62.67,Storage Tank West,normal
S004,2024-01-02 20:00:00,3.91,32.98,86.77,65.65,Storage Tank West,normal
S004,2024-01-02 20:30:00,3.55,35.24,71.31,63.62,Storage Tank West,normal
S004,2024-01-02 21:00:00,3.65,32.27,89.45,64.09,Storage Tank West,normal
S004,2024-01-02 21:30:00,4.21,35.37,73.59,66.81,Storage Tank West,warning
S004,2024-01-02 22:00:00,4.16,35.15,80.19,67.3,Storage Tank West,warning
S004,2024-01-02 22:30:00,4.02,35.25,75.43,65.81,Storage Tank West,normal
S004,2024-01-02 23:00:00,3.75,33.18,83.77,66.27,Storage Tank West,normal
S004,2024-01-02 23:30:00,4.13,32.47,75.3,61.78,Storage Tank West,warning
S004,2024-01-03 00:00:00,4.05,37.59,75.77,66.51,Storage Tank West,normal
S004,2024-01-03 00:30:00,3.42,36.43,78.63,64.67,Storage Tank West,warning
S004,2024-01-03 01:00:00,4.25,34.01,75.54,67.63,Storage Tank West,warning
S004,2024-01-03 01:30:00,3.42,33.68,88.62,67.72,Storage Tank West,warning
S004,2024-01-03 02:00:00,3.8,32.28,84.43,64.35,Storage Tank West,normal
S004,2024-01-03 02:30:00,3.7,35.24,73.84,67.33,Storage Tank West,normal
S004,2024-01-03 03:00:00,4.23,32.9,91.09,62.27,Storage Tank West,warning
S004,2024-01-03 03:30:00,4.14,33.87,76.53,64.93,Storage Tank West,warning
S004,2024-01-03 04:00:00,3.54,36.78,79.19,67.41,Storage Tank West,normal
S004,2024-01-03 04:30:00,3.68,35.65,71.02,65.27,Storage Tank West,normal
S004,2024-01-03 05:00:00,4.17,34.27,88.62,62.65,Storage Tank West,warning
S004,2024-01-03 05:30:00,4.13,34.37,72.38,63.87,Storage Tank West,warning
S004,2024-01-03 06:00:00,3.81,37.34,88.34,66.0,Storage Tank West,normal
S004,2024-01-03 06:30:00,3.41,36.3,86.25,62.23,Storage Tank West,warning
S004,2024-01-03 07:00:00,4.23,33.93,80.34,61.84,Storage Tank West,warning
S004,2024-01-03 07:30:00,3.41,32.84,87.8,64.56,Storage Tank West,warning
S004,2024-01-03 08:00:00,3.85,34.89,90.15,63.02,Storage Tank West,normal
S004,2024-01-03 08:30:00,3.91,33.88,87.16,62.24,Storage Tank West,normal
S004,2024-01-03 09:00:00,4.24,34.97,87.04,66.21,Storage Tank West,warning
S004,2024-01-03 09:30:00,3.85,34.55,80.23,64.85,Storage Tank West,normal
S004,2024-01-03 10:00:00,3.92,37.22,73.03,63.18,Storage Tank West,normal
S004,2024-01-03 10:30:00,4.23,34.29,77.66,62.39,Storage Tank West,warning
